DESCRIPCIÓN DE LAS UNIDADES,Dólares de Estados Unidos por Euro,Yenes japoneses por Euro,Francos suizos por Euro,Libras esterlinas por Euro,Coronas checas por Euro,Coronas danesas por Euro,Forints húngaros por Euro,Zlotys polacos por Euro,Lei rumanos por Euro,Coronas suecas por Euro,Coronas noruegas por Euro,Liras turcas por Euro,Dólares australianos por Euro,Reales brasileños por Euro,Dólares canadienses por Euro,Yuans por Euro,Dólares de Hong Kong por Euro,Rupias indonesias por Euro,Rupias indias por euro,Wons surcoreanos por Euro,Pesos mejicanos por Euro,Dólares neozelandeses por Euro,Pesos filipinos por Euro,Dólares de Singapur por Euro
22 JUN 2021,"1,189 USD","131,500 JPY","1,094 CHF","0,856 GBP","25,533 CZK","7,436 DKK","355,160 HUF","4,533 PLN","4,926 RON","10,157 SEK","10,220 NOK","10,340 TRY","1,582 AUD","5,968 BRL","1,473 CAD","7,701 €","9,237 CNY","17.196,340 IDR","88,374 INR","1.350,720 KRW","24,481 MXN","1,701 NZD","57,892 PHP","1,601 SGD"
23 JUN 2021,"1,195 USD","132,440 JPY","1,096 CHF","0,854 GBP","25,408 CZK","7,436 DKK","349,340 HUF","4,523 PLN","4,926 RON","10,129 SEK","10,173 NOK","10,333 TRY","1,576 AUD","5,920 BRL","1,467 CAD","7,739 €","9,281 CNY","17.265,330 IDR","88,648 INR","1.357,960 KRW","24,227 MXN","1,695 NZD","58,218 PHP","1,606 SGD"
24 JUN 2021,"1,194 USD","132,200 JPY","1,097 CHF","0,859 GBP","25,423 CZK","7,436 DKK","350,520 HUF","4,525 PLN","4,925 RON","10,113 SEK","10,174 NOK","10,380 TRY","1,576 AUD","5,904 BRL","1,468 CAD","7,719 €","9,268 CNY","17.249,380 IDR","88,502 INR","1.351,070 KRW","23,968 MXN","1,690 NZD","58,051 PHP","1,604 SGD"
25 JUN 2021,"1,195 USD","132,270 JPY","1,096 CHF","0,860 GBP","25,487 CZK","7,436 DKK","351,880 HUF","4,513 PLN","4,926 RON","10,110 SEK","10,136 NOK","10,389 TRY","1,573 AUD","5,864 BRL","1,470 CAD","7,714 €","9,275 CNY","17.245,400 IDR","88,682 INR","1.346,350 KRW","23,677 MXN","1,688 NZD","57,960 PHP","1,604 SGD"
28 JUN 2021,"1,191 USD","132,130 JPY","1,097 CHF","0,857 GBP","25,499 CZK","7,437 DKK","351,980 HUF","4,507 PLN","4,927 RON","10,127 SEK","10,176 NOK","10,413 TRY","1,575 AUD","5,916 BRL","1,469 CAD","7,692 €","9,246 CNY","17.274,780 IDR","88,494 INR","1.347,920 KRW","23,653 MXN","1,693 NZD","57,978 PHP","1,601 SGD"
29 JUN 2021,"1,189 USD","131,540 JPY","1,097 CHF","0,859 GBP","25,477 CZK","7,436 DKK","351,110 HUF","4,519 PLN","4,928 RON","10,151 SEK","10,189 NOK","10,361 TRY","1,581 AUD","5,883 BRL","1,471 CAD","7,681 €","9,230 CNY","17.339,930 IDR","88,305 INR","1.341,250 KRW","23,611 MXN","1,700 NZD","57,765 PHP","1,599 SGD"
30 JUN 2021,"1,188 USD","131,430 JPY","1,098 CHF","0,858 GBP","25,488 CZK","7,436 DKK","351,680 HUF","4,520 PLN","4,928 RON","10,111 SEK","10,172 NOK","10,321 TRY","1,585 AUD","5,905 BRL","1,472 CAD","7,674 €","9,229 CNY","17.280,300 IDR","88,324 INR","1.341,410 KRW","23,578 MXN","1,703 NZD","58,063 PHP","1,598 SGD"
01 JUL 2021,"1,188 USD","132,420 JPY","1,099 CHF","0,860 GBP","25,507 CZK","7,436 DKK","351,860 HUF","4,516 PLN","4,928 RON","10,174 SEK","10,211 NOK","10,331 TRY","1,584 AUD","5,896 BRL","1,470 CAD","7,684 €","9,227 CNY","17.259,710 IDR","88,559 INR","1.345,860 KRW","23,727 MXN","1,697 NZD","58,493 PHP","1,599 SGD"
02 JUL 2021,"1,182 USD","131,740 JPY","1,095 CHF","0,860 GBP","25,606 CZK","7,436 DKK","352,100 HUF","4,526 PLN","4,928 RON","10,158 SEK","10,238 NOK","10,278 TRY","1,584 AUD","5,942 BRL","1,468 CAD","7,659 €","9,184 CNY","17.191,940 IDR","88,306 INR","1.343,490 KRW","23,594 MXN","1,699 NZD","58,423 PHP","1,597 SGD"
05 JUL 2021,"1,187 USD","131,580 JPY","1,094 CHF","0,857 GBP","25,586 CZK","7,436 DKK","351,530 HUF","4,506 PLN","4,926 RON","10,144 SEK","10,178 NOK","10,289 TRY","1,576 AUD","6,007 BRL","1,467 CAD","7,668 €","9,218 CNY","17.176,310 IDR","88,161 INR","1.341,220 KRW","23,527 MXN","1,690 NZD","58,491 PHP","1,596 SGD"
06 JUL 2021,"1,184 USD","130,990 JPY","1,093 CHF","0,855 GBP","25,610 CZK","7,436 DKK","353,400 HUF","4,494 PLN","4,926 RON","10,149 SEK","10,215 NOK","10,251 TRY","1,563 AUD","6,029 BRL","1,464 CAD","7,655 €","9,194 CNY","17.151,390 IDR","88,213 INR","1.341,670 KRW","23,459 MXN","1,670 NZD","58,753 PHP","1,592 SGD"
07 JUL 2021,"1,183 USD","130,860 JPY","1,092 CHF","0,855 GBP","25,688 CZK","7,436 DKK","355,570 HUF","4,519 PLN","4,927 RON","10,181 SEK","10,248 NOK","10,257 TRY","1,571 AUD","6,122 BRL","1,471 CAD","7,648 €","9,190 CNY","17.146,470 IDR","88,283 INR","1.344,890 KRW","23,572 MXN","1,676 NZD","58,960 PHP","1,592 SGD"
08 JUL 2021,"1,184 USD","129,910 JPY","1,085 CHF","0,861 GBP","25,894 CZK","7,437 DKK","358,570 HUF","4,550 PLN","4,927 RON","10,191 SEK","10,414 NOK","10,290 TRY","1,596 AUD","6,246 BRL","1,489 CAD","7,683 €","9,197 CNY","17.280,560 IDR","88,607 INR","1.361,340 KRW","23,792 MXN","1,705 NZD","59,347 PHP","1,602 SGD"
09 JUL 2021,"1,186 USD","130,460 JPY","1,085 CHF","0,858 GBP","25,791 CZK","7,437 DKK","355,100 HUF","4,550 PLN","4,929 RON","10,185 SEK","10,336 NOK","10,277 TRY","1,587 AUD","6,237 BRL","1,482 CAD","7,683 €","9,212 CNY","17.190,240 IDR","88,371 INR","1.358,200 KRW","23,580 MXN","1,698 NZD","59,384 PHP","1,603 SGD"
12 JUL 2021,"1,185 USD","130,550 JPY","1,085 CHF","0,856 GBP","25,723 CZK","7,438 DKK","355,380 HUF","4,554 PLN","4,928 RON","10,201 SEK","10,328 NOK","10,237 TRY","1,589 AUD","6,243 BRL","1,481 CAD","7,675 €","9,205 CNY","17.199,180 IDR","88,411 INR","1.361,950 KRW","23,606 MXN","1,702 NZD","59,847 PHP","1,603 SGD"
13 JUL 2021,"1,184 USD","130,550 JPY","1,086 CHF","0,855 GBP","25,644 CZK","7,438 DKK","356,670 HUF","4,569 PLN","4,928 RON","10,182 SEK","10,309 NOK","10,173 TRY","1,584 AUD","6,132 BRL","1,478 CAD","7,660 €","9,197 CNY","17.142,990 IDR","88,288 INR","1.356,760 KRW","23,555 MXN","1,698 NZD","59,239 PHP","1,601 SGD"
14 JUL 2021,"1,181 USD","130,300 JPY","1,084 CHF","0,852 GBP","25,646 CZK","7,438 DKK","358,080 HUF","4,574 PLN","4,929 RON","10,205 SEK","10,332 NOK","10,149 TRY","1,582 AUD","6,059 BRL","1,473 CAD","7,627 €","9,174 CNY","17.107,910 IDR","87,989 INR","1.355,240 KRW","23,573 MXN","1,682 NZD","59,365 PHP","1,599 SGD"
15 JUL 2021,"1,181 USD","129,930 JPY","1,083 CHF","0,852 GBP","25,587 CZK","7,438 DKK","359,450 HUF","4,575 PLN","4,929 RON","10,234 SEK","10,380 NOK","10,106 TRY","1,588 AUD","6,008 BRL","1,481 CAD","7,630 €","9,173 CNY","17.143,250 IDR","88,051 INR","1.350,130 KRW","23,538 MXN","1,689 NZD","59,272 PHP","1,600 SGD"
16 JUL 2021,"1,180 USD","130,030 JPY","1,085 CHF","0,853 GBP","25,538 CZK","7,438 DKK","359,730 HUF","4,587 PLN","4,929 RON","10,243 SEK","10,388 NOK","10,052 TRY","1,591 AUD","6,015 BRL","1,486 CAD","7,637 €","9,168 CNY","17.083,050 IDR","88,031 INR","1.347,940 KRW","23,459 MXN","1,684 NZD","59,364 PHP","1,599 SGD"
19 JUL 2021,"1,177 USD","128,960 JPY","1,084 CHF","0,859 GBP","25,605 CZK","7,438 DKK","359,480 HUF","4,589 PLN","4,927 RON","10,253 SEK","10,538 NOK","10,114 TRY","1,604 AUD","6,081 BRL","1,503 CAD","7,634 €","9,142 CNY","17.144,200 IDR","88,226 INR","1.357,530 KRW","23,587 MXN","1,699 NZD","59,865 PHP","1,605 SGD"
20 JUL 2021,"1,178 USD","129,030 JPY","1,084 CHF","0,865 GBP","25,642 CZK","7,438 DKK","359,450 HUF","4,595 PLN","4,926 RON","10,254 SEK","10,617 NOK","10,066 TRY","1,608 AUD","6,163 BRL","1,502 CAD","7,631 €","9,153 CNY","17.143,510 IDR","87,921 INR","1.352,390 KRW","23,599 MXN","1,705 NZD","60,005 PHP","1,611 SGD"
21 JUL 2021,"1,177 USD","129,630 JPY","1,085 CHF","0,864 GBP","25,695 CZK","7,439 DKK","360,200 HUF","4,599 PLN","4,926 RON","10,245 SEK","10,581 NOK","10,106 TRY","1,609 AUD","6,173 BRL","1,493 CAD","7,620 €","9,152 CNY","17.119,800 IDR","87,790 INR","1.359,560 KRW","23,774 MXN","1,700 NZD","59,396 PHP","1,610 SGD"
22 JUL 2021,"1,178 USD","129,830 JPY","1,083 CHF","0,856 GBP","25,639 CZK","7,438 DKK","357,870 HUF","4,566 PLN","4,923 RON","10,225 SEK","10,380 NOK","10,072 TRY","1,596 AUD","6,103 BRL","1,478 CAD","7,615 €","9,151 CNY","17.063,230 IDR","87,662 INR","1.352,590 KRW","23,729 MXN","1,691 NZD","58,921 PHP","1,602 SGD"
23 JUL 2021,"1,177 USD","130,110 JPY","1,084 CHF","0,855 GBP","25,650 CZK","7,438 DKK","359,130 HUF","4,569 PLN","4,923 RON","10,211 SEK","10,407 NOK","10,057 TRY","1,594 AUD","6,101 BRL","1,479 CAD","7,622 €","9,142 CNY","17.050,240 IDR","87,591 INR","1.354,190 KRW","23,624 MXN","1,685 NZD","59,120 PHP","1,600 SGD"
26 JUL 2021,"1,179 USD","130,050 JPY","1,083 CHF","0,855 GBP","25,629 CZK","7,437 DKK","361,650 HUF","4,589 PLN","4,922 RON","10,205 SEK","10,427 NOK","10,097 TRY","1,601 AUD","6,155 BRL","1,480 CAD","7,643 €","9,166 CNY","17.084,230 IDR","87,731 INR","1.360,690 KRW","23,683 MXN","1,689 NZD","59,342 PHP","1,603 SGD"
27 JUL 2021,"1,181 USD","129,980 JPY","1,081 CHF","0,855 GBP","25,685 CZK","7,437 DKK","359,430 HUF","4,591 PLN","4,920 RON","10,165 SEK","10,442 NOK","10,107 TRY","1,603 AUD","6,129 BRL","1,484 CAD","7,680 €","9,192 CNY","17.109,520 IDR","87,913 INR","1.360,750 KRW","23,669 MXN","1,696 NZD","59,553 PHP","1,606 SGD"
28 JUL 2021,"1,181 USD","129,970 JPY","1,080 CHF","0,851 GBP","25,625 CZK","7,437 DKK","359,720 HUF","4,597 PLN","4,921 RON","10,196 SEK","10,483 NOK","10,097 TRY","1,608 AUD","6,093 BRL","1,484 CAD","7,672 €","9,188 CNY","17.117,840 IDR","87,833 INR","1.362,990 KRW","23,582 MXN","1,701 NZD","59,465 PHP","1,606 SGD"
29 JUL 2021,"1,187 USD","130,410 JPY","1,079 CHF","0,851 GBP","25,506 CZK","7,438 DKK","358,080 HUF","4,578 PLN","4,922 RON","10,168 SEK","10,399 NOK","10,085 TRY","1,606 AUD","6,042 BRL","1,481 CAD","7,669 €","9,227 CNY","17.172,660 IDR","88,168 INR","1.360,070 KRW","23,566 MXN","1,699 NZD","59,722 PHP","1,607 SGD"
30 JUL 2021,"1,189 USD","130,390 JPY","1,077 CHF","0,851 GBP","25,501 CZK","7,438 DKK","357,200 HUF","4,564 PLN","4,920 RON","10,187 SEK","10,441 NOK","9,999 TRY","1,613 AUD","6,072 BRL","1,479 CAD","7,684 €","9,245 CNY","17.184,460 IDR","88,394 INR","1.368,740 KRW","23,628 MXN","1,699 NZD","59,479 PHP","1,609 SGD"
02 AGO 2021,"1,189 USD","130,170 JPY","1,076 CHF","0,856 GBP","25,476 CZK","7,438 DKK","356,010 HUF","4,556 PLN","4,918 RON","10,191 SEK","10,452 NOK","9,918 TRY","1,614 AUD","6,146 BRL","1,482 CAD","7,681 €","9,240 CNY","17.089,570 IDR","88,396 INR","1.367,670 KRW","23,561 MXN","1,704 NZD","59,211 PHP","1,607 SGD"
03 AGO 2021,"1,189 USD","129,700 JPY","1,074 CHF","0,854 GBP","25,490 CZK","7,438 DKK","354,590 HUF","4,556 PLN","4,918 RON","10,205 SEK","10,434 NOK","9,958 TRY","1,609 AUD","6,179 BRL","1,487 CAD","7,682 €","9,243 CNY","16.995,640 IDR","88,218 INR","1.364,590 KRW","23,594 MXN","1,695 NZD","58,946 PHP","1,606 SGD"
04 AGO 2021,"1,186 USD","129,310 JPY","1,073 CHF","0,852 GBP","25,440 CZK","7,437 DKK","354,240 HUF","4,544 PLN","4,919 RON","10,197 SEK","10,455 NOK","10,012 TRY","1,600 AUD","6,161 BRL","1,488 CAD","7,664 €","9,224 CNY","16.965,650 IDR","87,958 INR","1.355,440 KRW","23,558 MXN","1,678 NZD","58,988 PHP","1,600 SGD"
05 AGO 2021,"1,185 USD","129,790 JPY","1,073 CHF","0,851 GBP","25,415 CZK","7,437 DKK","353,950 HUF","4,548 PLN","4,916 RON","10,198 SEK","10,441 NOK","10,116 TRY","1,599 AUD","6,106 BRL","1,482 CAD","7,656 €","9,216 CNY","16.993,360 IDR","87,826 INR","1.353,340 KRW","23,611 MXN","1,676 NZD","59,660 PHP","1,600 SGD"
06 AGO 2021,"1,181 USD","129,640 JPY","1,072 CHF","0,848 GBP","25,413 CZK","7,437 DKK","352,720 HUF","4,556 PLN","4,916 RON","10,168 SEK","10,423 NOK","10,139 TRY","1,597 AUD","6,159 BRL","1,476 CAD","7,638 €","9,183 CNY","16.934,120 IDR","87,499 INR","1.349,150 KRW","23,518 MXN","1,674 NZD","59,644 PHP","1,595 SGD"
09 AGO 2021,"1,176 USD","129,500 JPY","1,079 CHF","0,847 GBP","25,391 CZK","7,437 DKK","353,870 HUF","4,565 PLN","4,913 RON","10,218 SEK","10,489 NOK","10,168 TRY","1,600 AUD","6,174 BRL","1,475 CAD","7,619 €","9,152 CNY","16.916,780 IDR","87,320 INR","1.345,820 KRW","23,553 MXN","1,676 NZD","59,275 PHP","1,594 SGD"
10 AGO 2021,"1,172 USD","129,480 JPY","1,081 CHF","0,846 GBP","25,382 CZK","7,437 DKK","352,860 HUF","4,576 PLN","4,916 RON","10,215 SEK","10,468 NOK","10,081 TRY","1,597 AUD","6,147 BRL","1,473 CAD","7,598 €","9,123 CNY","16.863,010 IDR","87,193 INR","1.349,760 KRW","23,563 MXN","1,676 NZD","59,007 PHP","1,592 SGD"
11 AGO 2021,"1,172 USD","129,680 JPY","1,082 CHF","0,847 GBP","25,405 CZK","7,437 DKK","354,840 HUF","4,586 PLN","4,916 RON","10,231 SEK","10,455 NOK","10,147 TRY","1,596 AUD","6,111 BRL","1,468 CAD","7,600 €","9,119 CNY","16.881,520 IDR","87,161 INR","1.357,410 KRW","23,529 MXN","1,670 NZD","59,126 PHP","1,592 SGD"
12 AGO 2021,"1,174 USD","129,610 JPY","1,082 CHF","0,847 GBP","25,393 CZK","7,437 DKK","353,250 HUF","4,588 PLN","4,915 RON","10,188 SEK","10,376 NOK","10,055 TRY","1,596 AUD","6,126 BRL","1,469 CAD","7,604 €","9,134 CNY","16.844,570 IDR","87,110 INR","1.365,190 KRW","23,357 MXN","1,672 NZD","59,231 PHP","1,593 SGD"
13 AGO 2021,"1,177 USD","129,640 JPY","1,083 CHF","0,851 GBP","25,386 CZK","7,437 DKK","353,030 HUF","4,574 PLN","4,912 RON","10,199 SEK","10,375 NOK","10,065 TRY","1,601 AUD","6,161 BRL","1,472 CAD","7,624 €","9,157 CNY","16.901,560 IDR","87,374 INR","1.369,960 KRW","23,376 MXN","1,678 NZD","59,543 PHP","1,597 SGD"
16 AGO 2021,"1,177 USD","128,750 JPY","1,076 CHF","0,849 GBP","25,427 CZK","7,437 DKK","351,890 HUF","4,565 PLN","4,914 RON","10,201 SEK","10,405 NOK","9,972 TRY","1,606 AUD","6,214 BRL","1,478 CAD","7,624 €","9,164 CNY","16.920,960 IDR","87,370 INR","1.374,090 KRW","23,432 MXN","1,675 NZD","59,763 PHP","1,597 SGD"
17 AGO 2021,"1,177 USD","128,570 JPY","1,071 CHF","0,853 GBP","25,441 CZK","7,437 DKK","351,150 HUF","4,561 PLN","4,926 RON","10,195 SEK","10,398 NOK","9,911 TRY","1,614 AUD","6,207 BRL","1,484 CAD","7,624 €","9,170 CNY","16.932,040 IDR","87,439 INR","1.381,910 KRW","23,427 MXN","1,698 NZD","59,346 PHP","1,599 SGD"
18 AGO 2021,"1,172 USD","128,670 JPY","1,073 CHF","0,852 GBP","25,447 CZK","7,437 DKK","350,520 HUF","4,563 PLN","4,925 RON","10,223 SEK","10,422 NOK","9,938 TRY","1,617 AUD","6,191 BRL","1,479 CAD","7,598 €","9,130 CNY","16.872,120 IDR","87,047 INR","1.371,950 KRW","23,418 MXN","1,698 NZD","59,150 PHP","1,594 SGD"
19 AGO 2021,"1,170 USD","128,210 JPY","1,072 CHF","0,855 GBP","25,501 CZK","7,437 DKK","350,980 HUF","4,583 PLN","4,930 RON","10,280 SEK","10,545 NOK","9,973 TRY","1,632 AUD","6,366 BRL","1,492 CAD","7,590 €","9,112 CNY","16.922,070 IDR","86,998 INR","1.375,340 KRW","23,585 MXN","1,710 NZD","59,084 PHP","1,594 SGD"
20 AGO 2021,"1,167 USD","127,970 JPY","1,071 CHF","0,858 GBP","25,559 CZK","7,437 DKK","350,920 HUF","4,590 PLN","4,934 RON","10,326 SEK","10,600 NOK","9,957 TRY","1,637 AUD","6,362 BRL","1,507 CAD","7,585 €","9,092 CNY","16.887,060 IDR","86,803 INR","1.380,660 KRW","23,685 MXN","1,711 NZD","58,765 PHP","1,591 SGD"
23 AGO 2021,"1,172 USD","129,020 JPY","1,074 CHF","0,856 GBP","25,514 CZK","7,437 DKK","350,130 HUF","4,587 PLN","4,929 RON","10,257 SEK","10,487 NOK","9,915 TRY","1,631 AUD","6,283 BRL","1,491 CAD","7,599 €","9,131 CNY","16.870,300 IDR","86,915 INR","1.372,540 KRW","23,833 MXN","1,706 NZD","58,808 PHP","1,592 SGD"
24 AGO 2021,"1,174 USD","128,740 JPY","1,071 CHF","0,856 GBP","25,533 CZK","7,437 DKK","349,690 HUF","4,579 PLN","4,928 RON","10,209 SEK","10,400 NOK","9,884 TRY","1,620 AUD","6,268 BRL","1,482 CAD","7,604 €","9,145 CNY","16.897,000 IDR","87,063 INR","1.369,000 KRW","23,861 MXN","1,689 NZD","58,783 PHP","1,592 SGD"
25 AGO 2021,"1,174 USD","129,000 JPY","1,074 CHF","0,856 GBP","25,531 CZK","7,437 DKK","348,760 HUF","4,578 PLN","4,929 RON","10,225 SEK","10,386 NOK","9,879 TRY","1,619 AUD","6,171 BRL","1,483 CAD","7,603 €","9,136 CNY","16.943,590 IDR","87,152 INR","1.370,170 KRW","23,780 MXN","1,690 NZD","58,495 PHP","1,590 SGD"
26 AGO 2021,"1,177 USD","129,600 JPY","1,079 CHF","0,857 GBP","25,546 CZK","7,437 DKK","349,180 HUF","4,578 PLN","4,932 RON","10,241 SEK","10,362 NOK","9,845 TRY","1,621 AUD","6,151 BRL","1,484 CAD","7,629 €","9,163 CNY","16.996,280 IDR","87,234 INR","1.373,360 KRW","23,900 MXN","1,688 NZD","58,803 PHP","1,592 SGD"
27 AGO 2021,"1,176 USD","129,590 JPY","1,080 CHF","0,857 GBP","25,563 CZK","7,436 DKK","350,870 HUF","4,583 PLN","4,934 RON","10,235 SEK","10,358 NOK","9,881 TRY","1,622 AUD","6,169 BRL","1,491 CAD","7,620 €","9,162 CNY","16.968,950 IDR","86,701 INR","1.375,780 KRW","23,969 MXN","1,693 NZD","58,754 PHP","1,589 SGD"
30 AGO 2021,"1,180 USD","129,660 JPY","1,080 CHF","0,857 GBP","25,566 CZK","7,436 DKK","348,300 HUF","4,568 PLN","4,934 RON","10,181 SEK","10,240 NOK","9,891 TRY","1,617 AUD","6,153 BRL","1,487 CAD","7,635 €","9,189 CNY","16.916,810 IDR","86,504 INR","1.375,030 KRW","23,827 MXN","1,684 NZD","58,786 PHP","1,588 SGD"
31 AGO 2021,"1,183 USD","129,950 JPY","1,080 CHF","0,859 GBP","25,523 CZK","7,436 DKK","348,800 HUF","4,530 PLN","4,936 RON","10,163 SEK","10,260 NOK","9,831 TRY","1,616 AUD","6,139 BRL","1,490 CAD","7,647 €","9,209 CNY","16.879,690 IDR","86,385 INR","1.370,030 KRW","23,786 MXN","1,676 NZD","58,765 PHP","1,590 SGD"
01 SEP 2021,"1,182 USD","130,350 JPY","1,085 CHF","0,859 GBP","25,406 CZK","7,436 DKK","348,030 HUF","4,508 PLN","4,935 RON","10,196 SEK","10,263 NOK","9,799 TRY","1,609 AUD","6,089 BRL","1,488 CAD","7,642 €","9,191 CNY","16.872,690 IDR","86,348 INR","1.369,250 KRW","23,648 MXN","1,678 NZD","59,163 PHP","1,592 SGD"
02 SEP 2021,"1,185 USD","130,310 JPY","1,085 CHF","0,859 GBP","25,382 CZK","7,436 DKK","347,850 HUF","4,507 PLN","4,939 RON","10,194 SEK","10,294 NOK","9,794 TRY","1,604 AUD","6,143 BRL","1,494 CAD","7,650 €","9,208 CNY","16.874,010 IDR","86,521 INR","1.372,660 KRW","23,653 MXN","1,670 NZD","59,039 PHP","1,592 SGD"
03 SEP 2021,"1,187 USD","130,540 JPY","1,086 CHF","0,858 GBP","25,422 CZK","7,436 DKK","348,400 HUF","4,509 PLN","4,944 RON","10,171 SEK","10,274 NOK","9,857 TRY","1,596 AUD","6,128 BRL","1,488 CAD","7,656 €","9,229 CNY","16.934,440 IDR","86,705 INR","1.374,060 KRW","23,650 MXN","1,665 NZD","59,202 PHP","1,594 SGD"
06 SEP 2021,"1,186 USD","130,340 JPY","1,087 CHF","0,857 GBP","25,401 CZK","7,436 DKK","347,030 HUF","4,521 PLN","4,948 RON","10,166 SEK","10,273 NOK","9,820 TRY","1,595 AUD","6,164 BRL","1,488 CAD","7,661 €","9,223 CNY","16.876,960 IDR","86,714 INR","1.372,450 KRW","23,621 MXN","1,661 NZD","59,267 PHP","1,593 SGD"
07 SEP 2021,"1,186 USD","130,510 JPY","1,085 CHF","0,861 GBP","25,423 CZK","7,436 DKK","348,590 HUF","4,518 PLN","4,951 RON","10,152 SEK","10,299 NOK","9,874 TRY","1,604 AUD","6,132 BRL","1,494 CAD","7,667 €","9,220 CNY","16.911,960 IDR","87,136 INR","1.380,150 KRW","23,666 MXN","1,667 NZD","59,566 PHP","1,596 SGD"
08 SEP 2021,"1,183 USD","130,310 JPY","1,089 CHF","0,859 GBP","25,394 CZK","7,436 DKK","350,140 HUF","4,518 PLN","4,950 RON","10,174 SEK","10,265 NOK","9,989 TRY","1,603 AUD","6,172 BRL","1,498 CAD","7,638 €","9,197 CNY","16.871,100 IDR","87,011 INR","1.377,950 KRW","23,531 MXN","1,663 NZD","59,282 PHP","1,591 SGD"
09 SEP 2021,"1,184 USD","130,100 JPY","1,086 CHF","0,856 GBP","25,398 CZK","7,436 DKK","350,880 HUF","4,534 PLN","4,947 RON","10,186 SEK","10,265 NOK","10,027 TRY","1,604 AUD","6,267 BRL","1,500 CAD","7,640 €","9,207 CNY","16.858,460 IDR","87,071 INR","1.382,730 KRW","23,536 MXN","1,662 NZD","59,085 PHP","1,590 SGD"
10 SEP 2021,"1,184 USD","130,030 JPY","1,085 CHF","0,853 GBP","25,288 CZK","7,436 DKK","349,880 HUF","4,542 PLN","4,941 RON","10,184 SEK","10,203 NOK","9,956 TRY","1,599 AUD","6,144 BRL","1,492 CAD","7,623 €","9,209 CNY","16.812,550 IDR","86,947 INR","1.380,550 KRW","23,540 MXN","1,655 NZD","59,045 PHP","1,585 SGD"
13 SEP 2021,"1,178 USD","129,620 JPY","1,087 CHF","0,851 GBP","25,348 CZK","7,436 DKK","349,580 HUF","4,552 PLN","4,945 RON","10,185 SEK","10,189 NOK","9,947 TRY","1,602 AUD","6,156 BRL","1,493 CAD","7,606 €","9,164 CNY","16.787,940 IDR","86,844 INR","1.383,740 KRW","23,401 MXN","1,658 NZD","58,819 PHP","1,582 SGD"
14 SEP 2021,"1,181 USD","130,080 JPY","1,089 CHF","0,853 GBP","25,389 CZK","7,436 DKK","350,050 HUF","4,554 PLN","4,949 RON","10,145 SEK","10,175 NOK","9,985 TRY","1,611 AUD","6,179 BRL","1,495 CAD","7,617 €","9,190 CNY","16.857,270 IDR","87,037 INR","1.382,660 KRW","23,507 MXN","1,663 NZD","58,868 PHP","1,587 SGD"
15 SEP 2021,"1,182 USD","129,110 JPY","1,085 CHF","0,855 GBP","25,318 CZK","7,436 DKK","348,860 HUF","4,550 PLN","4,949 RON","10,136 SEK","10,142 NOK","9,977 TRY","1,615 AUD","6,198 BRL","1,500 CAD","7,607 €","9,202 CNY","16.826,330 IDR","86,863 INR","1.380,770 KRW","23,493 MXN","1,667 NZD","58,742 PHP","1,586 SGD"
16 SEP 2021,"1,176 USD","128,670 JPY","1,089 CHF","0,850 GBP","25,281 CZK","7,436 DKK","350,190 HUF","4,576 PLN","4,949 RON","10,152 SEK","10,129 NOK","9,966 TRY","1,608 AUD","6,161 BRL","1,486 CAD","7,585 €","9,158 CNY","16.766,340 IDR","86,473 INR","1.380,440 KRW","23,373 MXN","1,655 NZD","58,715 PHP","1,581 SGD"
17 SEP 2021,"1,178 USD","129,610 JPY","1,093 CHF","0,854 GBP","25,296 CZK","7,436 DKK","351,490 HUF","4,580 PLN","4,949 RON","10,155 SEK","10,121 NOK","10,132 TRY","1,611 AUD","6,204 BRL","1,491 CAD","7,604 €","9,169 CNY","16.762,900 IDR","86,534 INR","1.386,260 KRW","23,472 MXN","1,666 NZD","58,819 PHP","1,585 SGD"
20 SEP 2021,"1,171 USD","128,180 JPY","1,088 CHF","0,857 GBP","25,432 CZK","7,436 DKK","353,970 HUF","4,600 PLN","4,949 RON","10,217 SEK","10,243 NOK","10,151 TRY","1,620 AUD","6,250 BRL","1,506 CAD","7,573 €","9,119 CNY","16.742,860 IDR","86,272 INR","1.393,320 KRW","23,642 MXN","1,669 NZD","58,845 PHP","1,584 SGD"
21 SEP 2021,"1,174 USD","128,340 JPY","1,085 CHF","0,859 GBP","25,400 CZK","7,436 DKK","354,630 HUF","4,626 PLN","4,950 RON","10,176 SEK","10,183 NOK","10,159 TRY","1,620 AUD","6,248 BRL","1,500 CAD","7,595 €","9,139 CNY","16.708,120 IDR","86,490 INR","1.388,850 KRW","23,591 MXN","1,671 NZD","58,825 PHP","1,587 SGD"
22 SEP 2021,"1,173 USD","128,500 JPY","1,082 CHF","0,860 GBP","25,380 CZK","7,436 DKK","355,280 HUF","4,633 PLN","4,951 RON","10,176 SEK","10,127 NOK","10,152 TRY","1,618 AUD","6,164 BRL","1,500 CAD","7,585 €","9,133 CNY","16.694,770 IDR","86,622 INR","1.387,870 KRW","23,553 MXN","1,670 NZD","58,995 PHP","1,586 SGD"
